"Losses_1","Losses_2","Losses_3","Losses_4","Losses_5","Losses_6","Losses_7","Losses_8","Losses_9","Losses_10","Losses_11","Losses_12","Losses_13","Losses_14","Losses_15","Losses_16","Losses_17","Losses_18","Losses_19","Losses_20","Losses_21","Losses_22","Losses_23","Losses_24","Losses_25","Losses_26","Losses_27","Losses_28","Losses_29","Losses_30","Losses_31","Losses_32","Losses_33","Losses_34","Losses_35","Losses_36","Losses_37","Losses_38","Losses_39","Losses_40","Losses_41","Losses_42","Losses_43","Losses_44","Losses_45","Losses_46","Losses_47","Losses_48","Losses_49","Losses_50","Losses_51","Losses_52","Losses_53","Losses_54","Losses_55","Losses_56","Losses_57","Losses_58","Losses_59","Losses_60","Losses_61","Losses_62","Losses_63","Losses_64","Losses_65","Losses_66","Losses_67","Losses_68","Losses_69","Losses_70","Losses_71","Losses_72","Losses_73","Losses_74","Losses_75","Losses_76","Losses_77","Losses_78","Losses_79","Losses_80","Losses_81","Losses_82","Losses_83","Losses_84","Losses_85","Losses_86","Losses_87","Losses_88","Losses_89","Losses_90","Losses_91","Losses_92","Losses_93","Losses_94","Losses_95","Losses_96","Losses_97","Losses_98","Losses_99","Losses_100"
"Subj_225",0,0,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,-350,0,0,0,0,0,-50,-50,0,0,-50,-50,0,0,0,-50,-50,0,0,-50,-50,0,0,-50,0,-50,0,-50,-50,-50,0,0,-50,0,0,0,-50,0,-50,-50,0,-50,-50,0,0,0,0,0,-50,0,-50,-50,-50,-50,0,-50,-50,-50,0,0,0,0,-50,0,-50,0,0,0,-50,-50,0,-50,-50,-50,0,0,0,-50,-50,-50,0,-50,0,0
"Subj_226",0,-50,0,0,0,-1250,-50,-350,0,0,-300,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,-1250,-250,-50,0,0,0,0,0,-1250,0,0,0,0,0,0,-200,0,-50,0,0,0,-1250,0,-50,0,0,0,0,0,0,-150,0,0,0,0,0,-350,0,-50,0,0,0,0,0,0,-50,-150,-1250,-50,0,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,0,0,0,0,0
"Subj_227",-50,0,0,-300,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,-350,0,0,-250,0,-50,0,0,0,-50,-50,0,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,-200,0,0,0,0,0,0,0,0,-1250,-50,0,-250,0,0,-150,0,-250,0,0,0,0,0,0,0,-1250,-50,-50,0,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,-250,0,0,0
"Subj_228",0,0,-50,-50,-250,-150,-1250,0,0,-50,0,0,-300,-50,0,-50,0,0,0,0,0,0,-50,0,0,-50,0,0,0,0,0,-50,0,-250,0,-50,-350,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-50,0,0,-50,-50,0,0,0,-50,-1250,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-50
"Subj_229",-200,0,-50,0,0,-1250,-300,0,0,-50,0,0,0,0,0,0,0,0,-250,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,-1250,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,-1250,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0
"Subj_230",-250,0,0,0,0,-1250,0,-50,-50,0,-50,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-50,-250,-50,0,0,0,0,-50,0,-50,-50,-50,0,0,0,-50,-50,-50,0,0,-50,-50,0,0,0,-50,-50,0,-50,-50,0,0,0,-50,0,-50,-50,0,-50,0,0,-50,-50,0,0,-50,0,-50,0,-50,0,-50,-50,0,0,0,0,-50,0,0,-50,-50,-50,0,-50,0,0,0
"Subj_231",-150,-350,0,-300,-250,0,0,0,0,0,-50,0,-50,-50,-50,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-250,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,-250,0,0,0,0,0,0,0,0,0,0,-1250,-1250,0,0,0,0,0,0,0,-250
"Subj_232",-250,0,-1250,-50,0,0,-50,0,0,0,0,0,-200,0,0,0,-250,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-1250,0,-300,0,-1250,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-1250,0,0,-1250,0,0,0,0,0,0,0
"Subj_233",-1250,0,0,0,0,0,0,0,0,0,0,0,-50,-250,0,0,0,-150,0,-350,0,0,0,0,-50,-50,-50,-50,-300,-200,0,-350,-150,0,-250,0,-300,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-50,0,0,-50,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,-50,-50,0,-50,0,-50,-50,-50,0,0,0,-50,-50,0,-50,0
"Subj_234",0,0,0,0,0,-250,0,-250,-1250,0,0,-50,0,-150,0,0,0,0,0,0,0,0,0,0,-1250,-50,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,-50,0,0,0,0,0,0,0,0,-300,-50,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,-250,-50,0,-50,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subj_235",0,0,-1250,-150,-50,0,0,0,-50,0,0,0,0,0,0,-250,-350,0,0,-200,-300,0,-250,0,0,0,0,0,0,0,0,-50,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-1250,0,0,0,-350,0,0,0,0,0,0,-50,-50,0,0,0,0,-50,0,-50,-50,0,0,-50,0,-250,0,-50,0,0,-50,-50,-50,-50,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0
"Subj_236",0,0,-50,0,-300,0,0,0,0,0,0,-1250,0,-150,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,-250,-1250,0,0,0,0,-350,-1250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,-250,0,0,0,0,-50,-50,-50,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-250,-150,0,0,0,0,0,0,0,0,0,0,-250,0,-250,0,0,-50
"Subj_237",0,0,-200,0,0,0,0,0,0,0,0,0,0,-1250,-300,-50,0,0,0,0,0,0,0,0,0,0,-250,0,0,-1250,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,-50,0,-50,-50,-50,0,0,0,0,-50,-50,-50,-50,0,0,-50,0,-50,-50,-50,0,0,-50,0,0,-50,0,-50,-50,0,-50,-50,0,0,0,0,0,0,-50,0,0,0,-50,0,-50,-50,-50,0
"Subj_238",0,0,0,-50,0,0,0,0,-150,0,0,0,0,0,-1250,-200,0,-250,0,0,0,0,-50,0,0,0,-1250,0,-50,-300,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-1250,0,-50,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,-50,0,0,0,0,-50,0,0,0
"Subj_239",0,0,-150,0,0,0,0,-50,0,0,0,0,0,-1250,0,0,-200,0,0,0,-50,-50,0,-300,0,0,0,0,0,-250,-350,0,0,0,0,-350,0,0,-50,0,0,0,0,-250,0,0,-300,0,-50,0,0,-1250,-150,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-1250,0,0,0,-1250,0,0,0,0,0,0,-50,0,0,0,0,-200,0,-250,0,0,0,0,0,0,-350,0,0,-50,0,-250,0
"Subj_240",-250,-1250,-50,0,-200,0,0,0,0,0,0,-50,0,-250,0,0,0,-50,0,0,0,0,0,0,-350,0,0,-250,0,0,0,0,0,-150,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-50,0,0,0,0,0,0,0,-250,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0
"Subj_241",-350,-300,0,-50,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-1250,0,-250,0,0,0,0,0,0,0,0,0,-50,-50,0,-250,0,0,0,0,0,0,-50,0,0,-200,0,-150,0,0,0,0,0,0,0,0,0,0,0,-250,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-50,0,0,-50,-50,-50,0,-50,-1250,0,0,0,0,0,0,0,0,-50,-50,-50
"Subj_242",0,0,-350,0,0,0,0,0,0,-150,0,0,-50,0,0,0,-50,0,0,0,-50,-300,0,0,-50,0,-200,0,0,0,-250,0,-250,-50,0,0,0,0,0,0,-1250,0,-300,0,0,-50,-200,0,0,-50,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-1250,-50,-150,0,0,-50,-350,0,0,-50,0,-250,0,0,-150,0,0,0,0,0,0,-50,0,0,-50,0,0,-1250,-50,-250,0,0,0,0,0,0
"Subj_243",0,-250,-50,0,-50,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-1250,0,-50,0,-150,0,0,0,0,0,-1250,0,0,0,0,-50,-200,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,-50,0,0,-300,-50,0,0,0,-350,0,-50,0,0,0,0,0,-50,0,0,0,0,0,-250,-1250,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-50,0
"Subj_244",0,0,0,-250,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-50,0,0,0,0,0,-1250,0,0,0,0,0,-1250,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,-1250,0,-50,0,0,0,0,0,0,-150,0,0,-50,-1250,0,0,0
"Subj_245",0,-200,-1250,-50,0,0,0,-250,0,0,-350,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,-50,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-50,-50,0,0
"Subj_246",0,-150,0,0,-50,0,0,-350,0,-50,0,0,0,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-50,0,-50,0,-50,-50,-50,-50,0,-50,-250,0,0,0,0,0,-50,0,0,0,-50,0,0,0,-250,0,0,0,-300,-200,-150,0,-50,-50,0,-200,-50,0,-50,0,0,0,-50,0,-50,-50,-50,0,0,0,-50,0,-50,-50,0,-50,-50,0,0,0,0,0
"Subj_247",0,0,0,0,0,0,0,0,0,0,-250,0,-1250,0,0,0,0,0,-50,-50,-50,0,0,0,-1250,0,0,0,0,0,-250,-200,0,-350,0,0,0,0,-1250,0,0,0,0,0,0,-50,-50,0,0,-1250,-50,0,0,0,0,0,0,-50,0,-50,0,0,0,0,-50,0,0,-1250,0,0,-50,0,0,-50,-50,-50,-50,0,-50,0,0,0,-50,0,-50,-50,0,0,-50,0,0,-50,0,0,-50,0,0,0,0,0
"Subj_248",0,0,0,0,0,-50,0,0,-150,-1250,0,0,-50,0,-250,-50,0,-200,-300,-50,0,-50,0,-50,0,0,-50,0,-50,-50,0,0,0,-50,0,0,-50,-50,-50,-50,0,0,0,0,-50,-50,0,-50,0,-50,0,0,-50,0,0,-50,0,-50,-50,-50,0,0,0,-50,-250,0,0,0,-50,-50,0,-50,0,0,-50,-50,0,0,0,0,-50,-50,-50,0,0,0,-50,0,-250,0,-50,-50,0,0,0,0,0,0,-50,-50
"Subj_249",0,-1250,0,0,0,0,-350,0,0,0,0,0,-50,0,0,-200,0,0,0,-50,-300,0,0,0,-150,0,-50,0,0,-50,-1250,0,-250,0,0,0,0,0,0,0,0,-50,0,0,-1250,0,0,-50,0,0,0,-250,-350,0,0,0,0,0,-50,0,0,0,-250,0,0,0,0,0,-50,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,0,-1250,-200,0,0,0
"Subj_250",-250,-50,-50,0,0,-1250,0,0,0,-350,-50,0,0,-50,0,-250,0,0,0,0,-50,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-50,0,0,0,-50,-50,0,0,-50,0,0,-50,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,-250,0,-50,0,0,0,-50,0,0,0,-50,0,0,-250,0,-50,-50,0,0,0,-150,-50,0,0,0,-50
"Subj_251",-150,-50,0,0,0,0,0,0,0,-50,-1250,0,0,-250,0,0,0,0,0,-50,-350,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-250,-50,0,0,0,-1250,0,0,0,0,0,0,-50,0,0,0,0,-50,0,0,-300,0,0,0,0,0,-1250,-50,0,-50,0,0,0,0,0,0,0,-200,0,0,0,-1250,0,0,0,0,0,0,0,0
"Subj_252",0,-300,-150,-250,0,-1250,0,0,0,0,0,-50,-50,-50,-250,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,-200,-350,0,0,0,-150,-250,0,0,-300,0,0,0,0,0,0,-50,0,0,-200,0,0,0,0,0,0,0,0,0,0,-250,0,-50,0,-1250,0,0,0,0,0,-1250,-350,0,0,0,0,-50,-50,-50,-50,0,0,0,0,-50,-50,0,-50,-50,0,0,0,0,-150,0,-350,0,-200,-300,-250
"Subj_253",0,-350,0,0,-1250,0,0,-50,0,-50,0,-50,0,0,0,0,-250,0,0,0,0,-300,0,0,-200,-250,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-1250,0,-150,-50,-50,0,0,0,0,0,0,0,0,-250,-300,-150,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-250,0,0,0,0,0,0,0,0
"Subj_254",0,0,0,0,-50,0,0,0,0,-50,-150,0,-50,0,-50,0,0,0,-50,0,0,0,0,-300,0,-250,-50,0,-50,0,0,0,0,-50,-250,0,0,-50,0,-50,0,-50,-50,-50,0,0,0,-50,-50,0,0,-50,0,-50,-50,0,-50,0,0,-50,0,0,-50,0,0,-50,-50,-50,-50,0,0,-50,-50,-50,0,-1250,0,-50,0,-50,0,0,0,0,0,-50,-50,0,-50,-50,-50,0,0,-50,0,0,-50,-50,-50,-50
"Subj_255",0,0,-50,0,0,-350,-300,-1250,0,0,-50,0,-150,0,0,0,-250,-50,0,0,0,0,0,0,0,-200,0,0,0,-50,0,0,0,-50,0,-50,0,-250,0,-50,0,0,0,0,0,-50,0,0,0,-250,0,-50,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,0,0,0,0,-50,0,-50,0,0,0,-50,0,-50,-1250,-150,0,0,0,0,0,-300,0,-50,0,0,0,-350,0,0,0,-50,0,-200,0,0
"Subj_256",0,-250,-200,0,0,0,0,-1250,0,0,-350,-50,0,0,0,-50,0,0,-150,0,0,-250,0,0,0,-300,0,-50,0,0,0,0,-50,-300,0,0,0,-50,0,0,0,-50,-1250,-50,0,-250,0,0,-150,0,0,-50,-50,0,-50,0,0,0,-50,0,0,-50,-50,-50,0,0,0,-50,-50,0,0,-50,0,-50,-50,0,0,-50,-50,0,0,-50,0,0,0,-50,-50,-50,-50,-50,0,-50,0,-50,0,0,0,-50,-50,-50
"Subj_257",-200,-150,-350,0,0,0,0,0,-50,0,0,-1250,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,-250,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,-50,0,-250,0,0,0,0,-50,-50,0,0,0,0,-1250,0,0,0,-1250,0,0,0,0,0,0,0
"Subj_258",0,0,0,-250,-300,0,-50,0,0,0,-50,0,0,0,-1250,0,0,0,-50,-200,0,0,-50,0,-50,0,0,0,-50,-50,-50,0,0,-50,0,-50,-50,0,-50,-50,0,0,-50,-50,0,0,-50,0,-50,0,-50,0,0,-50,0,-50,-50,-50,0,0,-50,0,-50,-50,0,0,-50,-50,-50,0,-350,0,0,-50,0,-50,0,0,0,0,0,-50,-50,-50,-50,0,-50,-50,0,0,0,-50,0,-50,-50,0,-50,0,-50,0
"Subj_259",0,-350,0,0,-50,0,0,0,0,0,-50,0,-1250,0,0,-200,0,0,0,0,0,0,0,0,0,0,-250,0,0,-150,-1250,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-50,0,0,0,-250,0,0,0,0,0,-1250,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-250,0,0,0,0,0,0,0,0,0
"Subj_260",-350,0,-50,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,-250,0,0,0,-150,-50,-200,0,0,-1250,0,0,0,0,0,-300,0,0,-50,0,-250,-50,-50,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,0,0,0,-50,0,-50,0,0,0,0,-350,-50,-1250,0,0,-250,-50,-150,0,0,0,0,0,0,0,-200,0,0,-250
"Subj_261",0,-50,-250,0,0,0,0,0,0,0,0,-1250,0,-50,0,0,0,-1250,0,0,-150,0,0,-50,0,0,0,-350,0,0,0,0,0,0,-1250,0,0,-300,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-50,-1250,0,0,-50,0,0,0,0,-200,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0
"Subj_262",-250,0,0,-300,-150,0,-350,0,0,-200,0,0,0,0,0,-1250,0,0,0,0,0,0,-50,0,-50,-50,0,-50,-50,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,-50,-50,-50,0,0,-50,0,0,-50,0,-50,0,0,0,-50,0,-50,0,-50,-50,-50,0,0,0,0,-50,-50,-50,0,-50,-50,-50,0,0,-50,0,0,0,-50,-50
"Subj_263",0,0,0,0,0,-50,0,0,0,0,0,0,0,0,-350,-1250,0,-50,0,0,0,-250,0,0,-50,-300,0,0,0,-1250,0,-50,0,0,-200,-150,0,0,-250,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-50,0,0,0,-50,-250,0,0,0,0,0,0,-1250,0,0,0,-50,0,0,-50,0,-50,0,0,0,-50,-50,0,-50,-50,0,0,0
"Subj_264",0,0,0,0,0,-50,0,-150,0,0,-50,0,-350,-300,0,0,0,-200,0,0,0,-50,-1250,0,0,0,0,0,0,-50,0,0,0,0,0,0,-250,0,-250,0,0,0,0,0,0,-200,-50,0,0,0,0,-50,0,0,0,-150,-1250,-50,0,0,0,0,0,0,0,0,-250,-1250,0,0,0,0,-300,0,-350,0,-50,0,0,-250,0,0,0,-50,0,0,0,0,0,0,0,0,-250,0,0,-150,0,0,0,0
"Subj_265",0,-150,0,0,0,-50,0,-1250,0,-250,0,0,0,0,0,0,0,0,-50,0,-350,0,0,-50,0,0,0,0,0,0,0,0,-1250,0,-200,0,0,0,-1250,0,0,0,-300,0,0,0,0,0,-250,-50,0,0,0,0,0,0,0,-50,0,0,0,-1250,-250,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-300,0,0,0,-50,0,0,-50,-250,0,-1250
"Subj_266",0,-1250,-250,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,-200,-50,0,0,0,0,0,-1250,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-250,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,-250,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0
"Subj_267",0,0,0,0,-50,0,0,0,0,-350,0,0,-250,0,0,0,-1250,-250,-50,0,0,-150,0,-300,-200,-50,0,0,0,-200,-50,0,0,0,0,-150,0,0,-250,-1250,-350,0,-50,0,-50,0,0,0,-300,0,0,-250,-150,0,-300,-50,0,0,-50,0,0,0,0,0,-250,0,0,0,0,0,-350,-50,0,0,-200,0,-300,0,0,0,0,-50,0,-150,0,0,-200,0,-350,-50,0,0,-50,0,-50,0,0,0,0,-50
"Subj_268",0,0,-200,0,0,0,0,0,-50,0,0,0,0,-250,0,-50,0,-250,0,0,0,-50,-1250,0,-50,0,0,0,0,-300,0,0,-50,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-50,-50,-50,0,0,0,0,-250,0,0,0,0,0,0,-150,-350,0,0,-300,0,0,0,0,0,-350,0,-200,-150,-250,0,0,0,0,0,-50,-50,0,0,-50,-50,0,0,0,-1250
"Subj_269",0,0,0,0,-250,0,0,0,0,0,-1250,0,-50,-50,-50,-50,0,0,-250,-50,0,0,0,0,0,-50,-50,0,0,-50,0,-50,0,0,-50,0,-50,0,0,-50,-50,0,0,-50,-50,0,-50,-50,0,0,0,-50,-50,-50,0,0,0,0,-50,0,-50,-50,-50,0,-50,0,-50,-50,0,0,0,-50,-50,-50,0,0,-50,-50,0,0,-50,-50,0,0,-50,0,-50,-50,0,-50,-50,0,0,0,0,-50,0,-50,-50,0
"Subj_270",0,0,0,-50,-250,0,0,0,0,0,-300,-1250,0,-1250,0,-50,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-1250,0,-50,0,0,0,0,0,-250,0,0,0,0,-150,0,0,0,0,-200,0,0,0,-350,0,0,0,0,0,-50,-1250,0,0
"Subj_271",0,0,-50,0,0,-350,0,0,0,0,0,0,-50,-200,0,0,0,0,0,-1250,0,0,-300,0,-50,-250,-50,0,0,-150,-50,0,0,-250,0,0,-50,-1250,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-150,-50,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,-200,-50,0,0,0,0,0,0,-250,-50,0,0,0,-50,0,0,-1250,-300,0,-350,0,0,0,0,0,0,0
"Subj_272",-50,0,0,-150,0,0,0,0,0,0,-1250,0,0,0,-1250,-50,0,0,0,-300,0,0,0,0,0,0,0,0,0,-250,0,0,0,-50,0,-50,0,-50,0,-50,0,0,0,0,0,-250,-250,0,0,-50,-50,-50,-50,0,0,0,0,-50,-50,0,-50,-50,0,0,-50,0,-50,-50,0,0,-50,0,0,0,-50,-50,0,-50,0,-350,-50,0,0,-50,-50,-50,0,0,-50,0,-50,-50,-50,0,0,0,-50,0,0,0
"Subj_273",-50,-50,0,0,-200,0,0,-1250,0,0,0,-350,0,0,0,-250,0,-50,0,0,0,0,-50,-50,-50,0,0,0,0,-50,0,-50,0,0,-50,0,-150,0,0,-1250,-50,0,0,0,-50,0,-50,0,0,0,0,-50,0,0,-50,0,0,0,-50,0,0,0,0,0,0,0,0,-250,-50,0,0,0,-50,0,-50,-300,-50,0,-50,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-50,0,0
"Subj_274",0,0,0,0,-1250,0,0,0,0,-250,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,-50,0,-150,0,0,0,0,0,0,0,-50,-50,-200,-350,0,0,0,0,0,-250,-1250,-50,0,0,-250,-1250,-300,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-350,-50,-50,-50,0,0,0,0,-200,0,0,0,-1250,0,0,0,0,-300,-50,0,0,0,0,0,0,0,-50,0,0,0,-1250,0,-150
"Subj_275",-300,0,0,-350,0,0,0,0,-1250,-50,0,0,0,0,-50,0,0,0,0,0,0,-150,-50,0,0,0,-50,-250,0,0,0,-250,-50,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-250,0,0,-200,0,-1250,-50,0,-50,0,-50,0,0,0,0,0,0,0,-50,-50,0,0,-150,0,0,0,-300,-50,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0
"Subj_276",-300,0,0,0,0,0,0,-250,0,0,-1250,-50,0,0,0,-1250,0,0,0,0,-50,0,0,0,0,0,0,-250,-50,0,0,-50,-50,0,0,-50,-50,0,0,-50,-50,0,0,0,-50,-50,-50,0,0,-50,0,-50,-50,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-50,-50,0,0,-50,-50,-50,0,-50,0,-50,0,-50,0,0,0,-50,-50,0,-50,-50,-50,0,0,-50,0,-50,0
"Subj_277",-50,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,-1250,-250,0,-50,0,0,-50,-50,-50,0,0,0,0,0,0,0,0,-350,0,0,0,0,-50,0,-250,0,0,0,0,0,-250,0,0,-50,0,-300,0,0,-1250,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-150,0,0,0,0,-250,-50,0,-150,0,0,-50,0,0,0,0,0,0,0,0,-250,0,-50,-1250,0,-350,0,0,0
"Subj_278",0,0,-300,0,0,0,0,0,0,-50,0,0,0,-1250,-150,0,-50,0,0,0,0,-200,0,0,-50,0,-1250,0,0,0,0,0,0,0,0,-50,0,0,0,0,-50,-50,0,-50,0,-1250,0,-50,-50,0,0,0,-50,0,-50,0,0,-50,-50,0,-50,0,-50,0,0,0,0,0,0,-50,0,0,-50,0,-250,-50,0,0,0,0,-50,-50,0,0,-50,0,0,0,-50,-50,0,-50,-1250,0,0,-50,0,0,0,0
"Subj_279",0,0,0,0,0,0,-50,0,0,0,0,0,-350,0,0,0,0,0,0,-250,-50,-1250,-200,0,0,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,-50,0,0,0,0,0,0,0,0,-50,0,0,-50,-1250,-300,-50,-250,0,0,-50,0,-50,0,0,0,0,-250,0,0,0,0,0,0,0,-50,0,-150,0,0,-50,0,-300,0,0,0,0,0,0,0,0,-50,-50,0,0,-50,0,-50,-50,0,-50,-50
"Subj_280",-50,0,-350,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,-200,-150,0,-300,0,0,-250,0,0,0,0,0,-50,-50,0,-50,0,0,-50,-50,0,0,0,0,0,-50,-50,0,-50,-50,0,0,-50,-50,-50,0,0,-50,0,0,0,0,-50,0,0,-50,0,0,-50,0,0,-50,0,0,0,0,0,-50,-250,-250,0,-50,0,-50,-50,-50,-50,0
