"Wins_1","Wins_2","Wins_3","Wins_4","Wins_5","Wins_6","Wins_7","Wins_8","Wins_9","Wins_10","Wins_11","Wins_12","Wins_13","Wins_14","Wins_15","Wins_16","Wins_17","Wins_18","Wins_19","Wins_20","Wins_21","Wins_22","Wins_23","Wins_24","Wins_25","Wins_26","Wins_27","Wins_28","Wins_29","Wins_30","Wins_31","Wins_32","Wins_33","Wins_34","Wins_35","Wins_36","Wins_37","Wins_38","Wins_39","Wins_40","Wins_41","Wins_42","Wins_43","Wins_44","Wins_45","Wins_46","Wins_47","Wins_48","Wins_49","Wins_50","Wins_51","Wins_52","Wins_53","Wins_54","Wins_55","Wins_56","Wins_57","Wins_58","Wins_59","Wins_60","Wins_61","Wins_62","Wins_63","Wins_64","Wins_65","Wins_66","Wins_67","Wins_68","Wins_69","Wins_70","Wins_71","Wins_72","Wins_73","Wins_74","Wins_75","Wins_76","Wins_77","Wins_78","Wins_79","Wins_80","Wins_81","Wins_82","Wins_83","Wins_84","Wins_85","Wins_86","Wins_87","Wins_88","Wins_89","Wins_90","Wins_91","Wins_92","Wins_93","Wins_94","Wins_95","Wins_96","Wins_97","Wins_98","Wins_99","Wins_100"
"Subj_254",100,50,50,50,50,100,50,50,50,50,100,100,50,50,50,50,50,100,50,50,50,50,50,100,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_255",100,100,50,50,100,100,100,100,50,50,50,100,100,100,50,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,100,50
"Subj_256",100,100,100,100,50,50,100,100,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,100,50,50,100,100,50,100,50,100,50,50,100,50,100,50,100,50,100,50,50,100,100,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_257",100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,50,100,100,100,100,50,100,100,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,100,100,100,50,50,50,100,100,100,100,50,50,50,50,100,100,50,50,50,50,100,100,100,100,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,100
"Subj_258",100,100,50,50,100,100,50,50,100,100,50,50,100,100,100,100,50,50,50,100,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_259",50,100,100,50,50,100,50,100,100,100,50,100,100,50,100,100,100,50,100,100,100,100,50,50,100,100,50,100,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,50,100,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,100,100,100,50,50,50,50,50,50
"Subj_260",100,100,50,50,100,100,100,100,100,50,50,100,100,100,100,50,50,50,50,50,50,50,100,100,50,100,100,100,100,50,50,50,50,50,100,50,50,50,50,50,50,50,100,100,100,100,100,50,100,100,50,100,50,100,100,50,100,100,100,50,100,100,50,50,100,100,100,50,100,100,100,50,50,100,50,50,50,50,100,100,50,100,50,100,50,50,50,50,100,100,100,100,100,100,50,50,100,100,50,50
"Subj_261",100,50,100,100,50,100,100,100,100,100,100,100,100,50,50,50,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,50,100,50,50,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,50,100,100,100,50,100,100,100,100,50,50,100,100,100,100,50,100,50,100,100,100,100,100,100,100,100,100,100
"Subj_262",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_263",100,50,100,50,50,50,100,50,100,100,50,50,100,100,100,100,50,50,100,50,100,50,50,50,50,100,100,100,100,100,50,50,50,50,100,100,50,50,50,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,100,100,50,100,50,100,50,100,50,50,50,100,50,50,50,100,50,50,50,100,100,100,100,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_264",100,50,100,50,100,50,100,100,100,50,50,100,100,100,100,50,50,100,100,50,50,50,100,50,50,100,100,100,100,50,50,50,100,100,100,50,100,100,50,50,100,100,100,50,100,100,50,100,50,100,50,50,50,50,100,100,100,50,50,50,100,100,100,100,50,100,100,100,100,100,50,50,100,100,100,100,50,50,50,50,50,100,100,50,100,50,100,50,100,50,100,50,50,100,50,100,100,50,50,50
"Subj_265",100,100,50,100,50,50,100,100,100,100,100,50,50,100,50,50,100,100,50,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,50,50,50,100,50,100,100,100,100,50,50,50,50,50,100,100,100,100,100,100,50,100,50,50,50,100,100,50,100,100,100,100,50,50,100,100,100,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,100
"Subj_266",50,100,100,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,50,100,100,100,100,50,100,100,100,100,50,100,100,100,100,100,50,50,50,50,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,100,100,100,100,100,100,100
"Subj_267",50,50,100,100,50,50,100,100,100,100,100,50,50,100,100,100,100,100,50,100,100,100,100,100,100,50,50,100,100,100,50,100,100,50,50,100,100,50,100,100,100,100,50,50,50,100,50,50,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,100,100,100,100,100,100,50,50,50,50,50,100,50,50,100,50,100,50,100,50,50,50,50,100,50,50,50,50
"Subj_268",50,100,100,100,50,100,100,100,50,50,50,50,100,50,50,50,100,100,100,100,100,50,100,50,50,50,50,50,100,100,100,100,50,100,50,100,100,100,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,100
"Subj_269",100,50,100,100,100,100,100,50,100,100,100,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_270",100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,50,100,50,100,50,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,50,100,100,100
"Subj_271",100,100,50,100,100,100,50,100,50,100,100,50,50,100,100,50,100,50,100,100,50,50,100,100,50,50,50,100,100,100,50,50,100,100,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,100,100,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,50,100,100,100,50,50,50,50,50,100,100,100,50,100,100,100,100,100,100,50,50,50,50,50,100,100
"Subj_272",50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_273",50,50,100,100,100,100,50,100,100,50,50,100,100,100,50,50,50,50,100,100,50,50,50,50,50,100,50,50,50,50,100,50,100,50,50,100,100,50,50,100,50,100,100,100,50,50,50,100,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,100,50,100,50,50,50,50,50,50,50,100,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_274",50,100,50,50,100,100,50,100,100,50,50,50,50,100,50,100,50,100,100,50,50,100,100,100,50,50,100,100,50,100,100,100,100,50,50,50,100,100,100,100,100,50,100,100,100,50,100,100,50,100,100,50,50,100,100,100,100,50,100,50,100,100,50,100,100,50,100,100,50,50,50,50,100,50,100,100,100,100,100,100,50,50,100,50,100,50,100,100,50,100,50,100,100,50,50,100,100,100,100,100
"Subj_275",100,50,100,100,100,50,100,100,100,50,50,100,100,100,50,50,100,100,100,50,50,100,50,50,100,100,50,50,100,100,100,100,50,50,50,100,100,50,50,100,100,100,50,50,100,100,50,50,50,50,100,100,100,50,50,50,50,50,50,50,50,50,50,100,100,50,50,100,100,100,100,100,100,100,50,50,50,50,50,50,100,100,100,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,100
"Subj_276",100,100,50,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_277",50,50,50,100,100,100,100,100,100,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,50,50,50,50,50,100,50,50,50,50,50,50,100,100,50,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100
"Subj_278",100,50,100,100,100,100,50,100,100,50,100,100,100,100,100,50,50,50,100,100,100,100,100,100,50,50,100,50,50,100,100,100,100,50,50,50,100,50,50,50,50,50,100,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,100,100,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,100,50,100,50,50,50,50,50,50,100
"Subj_279",100,100,50,50,100,100,50,100,100,50,100,100,100,100,50,100,50,50,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,100,100,100,50,50,50,50,50,50,50,50,100,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,100,50,100,100,100,50,50,50,50,50,100,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_280",50,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100
"Subj_281",100,100,100,100,100,100,100,50,50,100,100,100,50,50,50,100,50,50,50,100,100,100,50,100,50,50,100,100,100,50,100,100,100,100,50,100,100,100,100,100,50,50,50,50,100,100,100,50,50,100,100,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,50,50,50,50,50,100,100,100,50,50,50,50,50,100,100
"Subj_282",100,50,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,50,50,50,100,100,100,50,50,100,100,50,50,100,100,50,50,100,100,100,100,50,100,100,100,50,50,50,100,50,100,50,100,100,100,50,100,50,50,100,100,100,100,100,50,50,50,50,100,100,100,50,50,100,100,100,100
"Subj_283",100,100,100,100,50,50,50,50,100,50,50,100,50,100,50,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100
"Subj_284",50,100,100,100,50,100,100,50,100,100,50,50,100,50,50,50,100,100,50,50,50,50,100,100,50,50,100,100,100,100,100,50,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,100,100,100,50,50,50,50,50,100,50,50,50,50,50,100,50,100,50,50,50,50,100,50,50,100,100,100,50,50,50,50,50,100,50,50,50
"Subj_285",50,100,50,100,100,50,50,100,100,100,100,100,100,50,100,50,100,100,50,100,100,100,100,50,100,100,100,100,100,50,100,50,50,50,100,100,100,100,100,100,50,50,50,50,50,100,50,100,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100
"Subj_286",100,50,100,50,100,50,100,100,100,100,100,100,50,50,50,100,100,50,50,50,50,100,100,100,100,50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,100,100,50,100,100,100,100,100,100,100,100,100,100,100,50,100,50,100,100,100,100,100,100,100,100,50,100,50,100,100,100,50,50,50,50,50,50,50,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,50,50,50,100,100,100
"Subj_287",100,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_288",100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Subj_289",100,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,100,100,100,50,50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,100,100,100,100,100
"Subj_290",100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,100,50,50,50,100,100,50,50,50,100,100,100,50,50,50,50,100,100,100,50,100,100,100,100,100,50,50,50,50,50,100,100,100,100,100,100,100,50,50,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,50,50,50,50,100,100,100,100,50,50,100,50,100,100,100,100,50,100,100,100,100,100,100
"Subj_291",100,100,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,100,50,100,50,100,50,100,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50
"Subj_292",50,100,100,50,120,80,80,60,40,110,40,90,120,45,45,110,55,90,55,100,80,100,90,120,55,45,120,60,110,110,80,90,110,100,50,90,40,45,110,130,60,130,120,130,110,55,90,40,90,50,100,60,120,120,110,140,130,100,100,110,120,120,140,110,55,130,40,140,120,110,130,150,110,150,120,140,140,150,130,120,140,160,120,120,160,130,150,150,160,140,130,150,170,60,130,170,110,90,140,160
"Subj_293",100,100,120,80,80,50,40,45,50,60,90,110,40,55,120,45,110,55,60,90,40,55,100,55,100,50,60,45,80,55,90,40,60,120,120,40,45,50,55,110,65,90,110,70,130,50,110,70,60,80,90,100,110,120,110,55,100,90,130,90,120,65,80,130,40,45,60,120,100,40,80,55,40,55,120,130,65,55,110,60,140,90,65,65,110,75,100,45,60,110,100,65,75,120,120,120,85,110,45,130
"Subj_294",100,100,50,50,120,40,45,60,80,110,40,80,45,120,90,55,90,55,100,55,60,110,90,40,120,45,100,55,110,80,50,80,50,45,120,60,55,110,110,40,100,90,60,60,40,130,45,90,40,55,65,70,120,50,110,55,70,130,60,55,55,130,110,65,65,80,90,40,45,80,40,100,65,90,55,60,65,75,100,60,65,120,70,75,85,45,120,110,120,40,55,70,55,110,70,50,80,65,70,80
"Subj_295",100,50,50,100,80,120,80,110,120,90,100,90,120,110,60,90,80,40,110,110,40,100,80,45,55,55,120,100,45,45,50,110,45,55,60,90,60,90,40,55,40,50,60,55,55,55,110,40,65,130,45,60,70,40,40,45,55,65,70,50,70,60,50,55,65,80,40,90,80,40,60,65,55,70,40,100,60,65,75,60,60,65,75,65,120,85,45,55,55,80,70,55,70,40,80,65,70,80,110,90
"Subj_296",50,50,100,100,80,120,80,60,40,110,90,120,40,90,100,45,90,120,110,110,100,80,80,55,45,55,110,120,55,100,90,60,40,45,55,130,120,110,130,110,50,50,60,90,45,90,60,55,40,60,40,45,40,55,65,70,50,70,110,100,120,130,90,120,110,60,100,55,140,120,130,55,55,65,65,110,100,80,40,80,40,65,55,110,90,130,120,120,140,110,130,140,45,60,120,110,130,150,110,150
"Subj_297",100,120,80,90,110,50,60,40,55,100,50,100,80,55,110,120,80,90,100,90,40,120,45,110,45,45,50,55,120,60,45,40,60,55,50,60,110,40,80,110,55,55,40,55,65,45,60,40,90,70,40,50,60,45,55,65,70,50,70,60,100,70,55,40,60,65,55,65,80,80,40,60,55,40,80,40,65,40,80,65,65,55,75,60,55,60,70,65,55,65,75,60,75,45,65,75,85,45,55,85
"Subj_298",100,120,80,90,100,80,110,120,90,100,90,120,110,50,60,40,50,40,45,45,80,110,100,90,110,55,55,55,60,40,130,45,55,50,60,55,40,60,40,50,100,80,120,110,90,120,130,110,90,100,120,120,45,60,40,55,55,110,130,90,100,45,55,65,70,50,70,60,55,65,80,40,110,140,130,100,110,120,120,140,110,130,140,120,110,130,150,110,150,120,140,140,150,130,120,140,160,120,160,130
"Subj_299",50,50,100,80,100,120,80,110,120,90,60,100,90,40,40,45,120,110,55,55,45,55,60,80,40,55,90,50,45,60,55,40,50,110,60,45,40,60,40,45,55,65,70,50,70,60,55,65,80,40,55,80,40,55,65,55,65,60,65,75,60,65,75,45,85,45,55,70,55,100,110,70,80,65,70,70,80,90,50,60,75,60,75,100,85,40,70,75,80,85,120,95,55,65,80,65,50,60,70,40
"Subj_300",100,120,80,100,80,110,120,90,100,90,50,50,60,40,120,110,40,45,45,55,60,40,55,50,60,90,110,55,55,80,40,60,100,40,55,45,110,80,55,65,45,70,100,50,70,60,120,55,90,65,110,80,130,40,50,80,120,45,40,60,65,55,90,60,130,65,110,75,60,40,55,65,130,75,110,85,55,90,45,55,65,70,55,90,70,80,45,65,70,100,80,90,50,60,100,120,75,60,75,70
"Subj_301",50,60,40,55,100,100,50,40,45,80,55,120,80,90,110,45,55,60,45,50,110,100,80,40,55,50,120,110,90,120,90,60,45,100,110,55,60,40,60,40,90,130,40,55,55,45,90,100,55,65,65,45,70,40,120,70,50,50,110,80,70,60,55,65,80,40,80,40,60,70,40,60,120,110,90,130,120,100,120,140,110,110,100,120,130,110,140,120,130,65,55,60,65,75,60,65,65,55,80,40
"Subj_302",100,80,110,120,90,100,50,50,100,90,120,120,110,60,40,40,45,45,55,60,40,55,50,60,55,55,45,50,45,60,40,80,55,55,65,45,70,40,50,60,70,40,60,65,55,80,40,60,55,65,40,80,65,75,55,60,70,65,55,75,45,85,70,80,60,65,75,70,60,80,50,90,75,85,65,70,80,75,65,85,55,95,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65
"Subj_303",100,50,80,50,110,60,40,120,45,40,100,45,120,55,80,60,40,55,90,50,90,110,60,55,55,100,80,55,40,45,50,45,60,120,60,110,100,90,40,90,110,130,45,120,90,40,55,100,55,65,110,120,55,65,70,50,110,90,130,80,110,45,70,40,50,60,120,70,100,90,70,40,100,120,140,130,60,60,55,65,80,65,120,40,80,110,40,65,55,110,130,110,55,90,100,80,100,60,65,75
"Subj_304",100,120,80,100,50,50,80,110,120,90,90,100,90,120,110,110,60,40,80,40,45,45,55,60,40,55,50,60,100,80,55,55,45,50,45,60,120,110,40,90,55,40,60,40,45,55,65,70,50,70,110,100,90,130,60,55,65,55,110,80,55,130,120,130,110,40,90,80,100,65,90,40,120,100,45,65,70,120,40,55,50,120,60,110,90,70,40,60,60,65,65,55,80,40,60,55,65,40,75,60
"Subj_305",100,100,50,50,120,80,80,110,120,90,100,90,120,110,60,40,40,45,45,55,60,55,55,45,50,40,90,45,55,110,100,60,50,40,55,60,55,65,80,45,70,40,50,60,70,120,40,60,65,55,80,40,60,55,65,40,110,90,80,65,75,55,60,70,65,55,75,45,85,70,80,60,65,75,70,60,80,50,90,75,85,65,70,80,75,65,85,55,95,55,40,60,40,45,55,65,70,50,70,60
"Subj_306",100,120,80,100,80,110,120,90,100,90,120,110,50,60,40,50,40,45,45,55,60,40,55,50,60,80,90,110,110,100,90,130,55,55,40,60,40,45,55,65,70,50,70,60,55,65,80,40,80,40,65,100,120,80,55,60,130,65,75,120,60,65,75,110,110,55,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,90,90,100,120,120,110,130,90,100
"Subj_307",50,40,45,45,50,60,40,100,80,110,100,120,80,120,90,100,90,120,110,80,110,100,90,110,90,130,55,60,40,55,50,60,55,55,45,50,45,60,40,55,55,120,100,65,55,40,45,70,40,50,60,130,80,110,70,40,60,60,40,65,55,80,45,120,110,40,60,55,90,90,65,40,80,65,75,55,110,60,70,65,55,75,45,85,130,70,80,60,65,75,70,60,80,50,90,75,85,65,90,70
"Subj_308",100,120,80,100,90,50,50,110,80,100,80,60,110,120,90,40,40,45,100,90,55,45,120,120,55,110,110,55,90,60,40,45,80,110,130,50,110,55,45,100,90,50,60,90,100,130,120,60,110,40,120,55,90,130,55,55,65,110,40,60,40,45,55,65,70,50,70,45,130,60,70,40,50,55,90,65,60,80,120,100,40,70,40,80,40,65,55,60,65,55,60,80,100,40,120,65,60,55,65,75
"Subj_309",50,100,100,50,40,45,45,60,80,55,40,60,110,40,55,50,120,60,55,90,120,55,55,40,80,60,40,45,45,55,65,70,50,70,50,60,55,65,80,40,80,40,65,100,55,60,65,75,60,65,75,45,85,45,55,70,55,70,80,65,70,80,90,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,60,110,40,90,55,55,65,100,45,70,120,40,50,60,70,40,60,65,55,80,40,60
"Subj_310",50,60,100,100,120,80,50,40,80,110,120,90,100,90,120,110,80,110,100,90,130,120,90,55,40,45,130,110,110,90,100,120,55,45,45,50,100,80,55,60,40,120,55,50,60,45,60,110,140,120,110,55,40,55,55,130,90,110,130,100,110,40,60,40,45,55,65,90,70,50,120,120,65,70,45,70,140,110,130,100,140,40,50,60,120,110,60,55,130,65,150,80,40,110,150,80,120,40,140,65
"Subj_311",100,100,50,50,120,80,60,40,45,45,55,60,40,55,50,60,55,40,80,90,110,60,40,45,55,65,70,110,100,80,120,120,50,70,110,90,90,110,60,55,65,40,55,80,40,80,130,90,100,55,45,40,65,55,60,65,75,60,65,75,100,120,110,90,130,120,100,90,50,45,85,60,45,40,55,70,55,55,55,65,45,70,40,70,80,65,70,50,60,80,90,50,60,75,60,75,70,40,60,65
"Subj_312",100,50,100,120,60,80,40,110,120,90,80,50,40,55,45,100,90,90,120,45,110,55,55,60,40,55,110,50,80,60,45,100,50,80,55,45,110,120,40,100,60,60,90,40,110,90,110,130,90,100,45,40,55,55,130,55,120,110,65,120,90,65,70,50,45,130,130,70,70,120,100,110,40,60,50,60,70,40,120,60,65,55,55,80,40,60,55,65,40,80,65,75,55,60,70,65,55,75,65,45
"Subj_313",100,50,80,50,110,100,120,80,60,90,110,40,45,45,55,60,40,55,100,120,90,100,90,120,110,50,60,40,55,80,80,55,55,110,40,120,45,100,110,90,130,50,60,40,45,55,65,45,60,70,50,70,40,90,120,130,110,55,55,65,45,70,40,110,130,60,55,65,80,40,80,40,65,55,50,60,90,90,60,100,65,75,70,100,120,60,65,40,75,110,60,85,90,120,120,130,120,45,55,65
"Subj_314",50,50,100,100,120,80,60,40,80,110,120,90,100,90,40,45,90,120,110,80,110,110,45,100,55,60,40,55,50,100,60,55,55,80,120,110,40,60,40,45,55,65,70,90,50,70,60,55,65,80,40,80,40,65,55,60,65,75,60,65,75,85,45,55,70,55,70,80,65,70,80,90,50,60,75,60,75,85,70,75,85,95,55,65,80,65,130,55,45,50,45,60,40,55,55,65,45,70,40,50
"Subj_315",100,120,50,40,80,100,80,50,90,110,45,110,60,40,120,45,100,55,90,55,55,80,60,120,45,100,110,90,120,50,40,110,90,110,130,80,45,110,60,100,55,90,90,130,120,100,120,50,40,60,130,110,90,55,55,40,60,110,100,55,65,40,45,120,120,90,130,45,70,55,120,110,140,40,130,50,100,110,60,120,70,65,120,40,140,110,130,60,65,140,100,70,120,120,110,55,80,140,50,40
"Subj_316",100,100,50,120,80,50,60,40,40,45,45,55,60,40,55,50,60,55,55,80,110,45,50,45,60,40,120,55,90,55,65,100,45,90,70,120,40,50,110,60,70,90,40,80,60,65,110,55,80,40,60,55,65,40,80,65,75,55,60,70,65,55,100,75,45,85,70,80,60,65,75,70,60,80,50,90,75,85,65,70,80,75,65,85,55,95,55,40,60,40,45,55,65,70,50,70,80,60,120,55
"Subj_317",100,50,60,80,110,40,120,100,50,90,120,80,100,90,55,120,40,110,55,90,110,100,45,45,80,80,45,50,55,110,60,120,40,110,100,90,130,45,55,90,120,130,60,50,60,110,130,110,90,40,55,40,55,100,120,90,60,55,40,65,100,120,45,70,45,55,40,110,140,120,110,65,50,60,70,130,100,50,70,90,110,120,70,40,60,120,130,60,55,65,65,55,140,110,120,80,40,80,80,40
